Word,Trigger,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
passage,1,7,42.04266119,42.673244,1274,9.1,11.98,14.77,6.37E-07,0.63058281,39,51,1,0.515633001,0.757100578,4.184486487
not,1,7,43.41953219,43.595149,1275,14.77,9.1,13.09,0.00047656,0.17561681,40,51,0,4.20964694,4.489257752,3.237364282
much,1,7,43.64701519,43.858551,1276,13.09,14.77,10.44,0.0055544,0.21153581,41,51,1,2.948975228,2.870580865,3.607007318
larger,1,7,43.91041719,44.205761,1277,10.44,13.09,13.46,0.0073461,0.29534381,42,51,1,9.203833638,8.787694336,7.397595603
than,1,7,44.25762719,44.373381,1278,13.46,10.44,16.18,0.0071072,0.11575381,43,51,0,1.445626703,2.887681203,2.311572177
a,1,7,44.42524719,44.481136,1279,16.18,13.46,8.91,0.0078586,0.05588881,44,51,0,1.664408887,1.468914932,4.691203986
rat,1,7,44.53300219,44.732564,1280,8.91,16.18,10.16,0.0043742,0.19956181,45,51,1,0.824339779,0.83845195,3.868485676
hole,1,7,44.85626719,45.115693,1281,10.16,8.91,13.1,0.0009491,0.25942581,46,51,1,0,0,0
she,1,7,45.89790019,46.085489,1282,13.1,10.16,7.07,6.84E-05,0.18758881,47,51,0,3.719363572,4.075045289,1.514168138
knelt,1,7,46.13735519,46.456646,1283,7.07,13.1,12.59,0.0006454,0.31929081,48,51,1,2.177766367,2.471355873,3.000624942
down,1,7,46.50851219,46.911612,1284,12.59,7.07,16.19,1.68E-06,0.40309981,49,51,0,6.112945642,5.428062058,6.839102916
and,1,7,46.96347819,47.078956,1285,16.19,12.59,11.07,2.49E-06,0.11547781,50,51,0,4.759625355,4.109972943,8.694507279
looked,1,7,47.13082219,47.354605,1286,11.07,16.19,11.44,0.0028377,0.22378281,51,51,1,1.498943648,4.13698847,1.778994517
along,1,7,47.40647119,47.629979,1287,11.44,11.07,16.96,4.76E-05,0.22350781,52,51,1,2.456638909,3.148475052,3.452264071
the,1,7,47.68184519,47.701816,1288,16.96,11.44,9.1,0.0021902,0.01997081,53,51,0,1.255200496,1.172332227,4.30418437
passage,1,7,47.75368219,48.420183,1289,9.1,16.96,13.24,0.018338,0.66650081,54,51,1,0.824339779,0.877966886,3.677787543
into,1,7,48.65164119,48.899095,1290,13.24,9.1,16.96,0.011146,0.24745381,55,51,0,1.877723178,1.929138754,2.139342135
the,1,7,48.95096119,49.078083,1291,16.96,13.24,3.95,0.00017198,0.12712181,56,51,0,1.551038125,1.556725589,3.810999893
loveliest,1,7,49.12994919,49.928703,1292,3.95,16.96,9.33,0.00080845,0.79875381,57,51,1,2.414520182,2.688855359,4.396193858
garden,1,7,49.98056919,50.287938,1293,9.33,3.95,15.43,0.0014969,0.30736881,58,51,1,0.515633001,0.793193288,3.39804511
you,1,7,50.33980419,50.455557,1294,15.43,9.33,12.07,0.0044917,0.11575281,59,51,0,3.771517843,4.021213235,1.349840896
ever,1,7,50.57926019,50.817479,1295,12.07,15.43,11.37,0.00078851,0.23821881,60,51,0,4.362189878,4.390083798,3.830276902
saw,1,7,50.86934519,51.209843,1296,11.37,12.07,13.52,0.01402,0.34049781,61,51,1,1.953615947,2.855492459,2.144161275
How,1,7,52.20755919,52.299367,1297,13.52,11.37,13.1,0.0012799,0.09180781,1,52,0,4.647078431,6.024982324,3.727772242
she,1,7,52.35123319,52.530902,1298,13.1,13.52,6.21,3.19E-05,0.17966881,2,52,0,1.500249166,1.828188085,1.598795071
longed,1,7,52.58276819,53.005761,1299,6.21,13.1,16.35,3.67E-07,0.42299281,3,52,1,1.138946301,1.584298004,1.311499525
to,1,7,53.05762719,53.101544,1300,16.35,6.21,13.79,0.015019,0.04391681,4,52,0,3.634986599,3.705319901,6.203269178
get,1,7,53.15341019,53.293108,1301,13.79,16.35,13.9,0.0065895,0.13969781,5,52,1,0.886672437,0.668276419,2.483178462
out,1,7,53.34497419,53.448755,1302,13.9,13.79,16.21,0.0072037,0.10378081,6,52,0,3.573364832,4.862195168,8.032751611
of,1,7,53.50062119,53.568483,1303,16.21,13.9,15.48,0.011085,0.06786181,7,52,0,1.619197446,1.793937121,3.174896553
that,1,7,53.62034919,53.748074,1304,15.48,16.21,11.17,0.0023218,0.12772481,8,52,0,0.991661975,1.28300886,4.713757647
dark,1,7,53.79994019,54.143176,1305,11.17,15.48,10.42,0.00089968,0.34323581,9,52,1,2.414520182,2.752348344,4.473127426
hall,1,7,54.19504219,54.610115,1306,10.42,11.17,16.19,0.00064604,0.41507281,10,52,1,0.515633001,0.7687027,3.954721226
and,1,7,54.66198119,54.789707,1307,16.19,10.42,7.83,0.00043612,0.12772581,11,52,0,3.281191291,3.053173218,8.55388386
wander,1,7,54.84157319,55.222645,1308,7.83,16.19,14.08,0.014141,0.38107181,12,52,1,5.019366913,4.980616787,1.94672975
about,1,7,55.27451119,55.627802,1309,14.08,7.83,11.01,2.17E-06,0.35329081,13,52,0,2.685941639,3.057733628,4.036708101
among,1,7,55.67966819,55.96304,1310,11.01,14.08,12.94,0.0090252,0.28337181,14,52,1,6.965618145,5.923734481,2.41333678
those,1,7,56.01490619,56.250387,1311,12.94,11.01,7.79,6.17E-05,0.23548081,15,52,0,1.28155003,1.348752577,4.950992746
beds,1,7,56.32619919,56.633517,1312,7.79,12.94,16.21,0.00015842,0.30731781,16,52,1,3.690163824,3.108272739,5.260382025
of,1,7,56.68538319,56.741272,1313,16.21,7.79,9.53,0.00028249,0.05588881,17,52,0,1.966677768,2.497866185,2.112007217
bright,1,7,56.82905619,57.100455,1314,9.53,16.21,9,0.002575,0.27139881,18,52,1,4.50393655,5.115153359,4.330123165
flowers,1,7,57.17626719,57.746986,1315,9,9.53,16.19,2.47E-05,0.57071881,19,52,1,1.957499281,2.889849749,4.750275149
and,1,7,57.79885219,57.854741,1316,16.19,9,12.94,4.86E-07,0.05588881,20,52,0,2.574331499,3.067511104,8.655580993
those,1,7,57.90660719,58.070251,1317,12.94,16.19,10.81,5.98E-07,0.16364381,21,52,0,2.228512141,3.066786947,4.713392871
cool,1,7,58.22987219,58.465353,1318,10.81,12.94,6.1,2.45E-07,0.23548081,22,52,1,8.372056062,7.778684841,2.627757834
fountains,1,7,58.51721919,59.315421,1319,6.1,10.81,14.57,1.28E-06,0.79820181,23,52,1,3.64415512,5.213148074,4.779406514
but,1,7,59.98987219,60.069707,1320,14.57,6.1,13.1,0.019283,0.07983481,1,53,0,2.602773847,3.432158022,8.571056694
she,1,7,60.12157319,60.249299,1321,13.1,14.57,13.21,0.0076753,0.12772581,2,53,0,2.687944762,2.341301486,2.481652571
could,1,7,60.30116519,60.500727,1322,13.21,13.1,14.77,0.0028337,0.19956181,3,53,0,2.65053653,2.820551729,4.282228686
not,1,7,60.55259319,60.694071,1323,14.77,13.21,13.1,0.00012788,0.14147781,4,53,0,1.65297481,2.665255729,3.784917398
even,1,7,60.74593719,60.967666,1324,13.1,14.77,13.79,0.0021992,0.22172881,5,53,0,3.351925106,3.075270712,3.410172894
get,1,7,61.01953219,61.123313,1325,13.79,13.1,13.3,0.004298,0.10378081,6,53,1,3.898182962,2.472619093,2.657323904
her,1,7,61.17517919,61.24304,1326,13.3,13.79,11.6,0.0014683,0.06786081,7,53,0,5.227518927,5.058609987,7.677873628
head,1,7,61.29490619,61.623971,1327,11.6,13.3,12.63,0.0010759,0.32906481,8,53,1,0.171368305,0.525322388,4.277949432
though,1,7,61.67583719,61.793789,1328,12.63,11.6,16.96,2.52E-06,0.11795181,9,53,0,2.822781823,1.978907166,2.172611538
the,1,7,61.84565519,61.913517,1329,16.96,12.63,7.41,9.24E-07,0.06786181,10,53,0,1.551038125,1.583980807,4.365910324
doorway,1,7,61.96538319,62.476238,1330,7.41,16.96,16.19,0.020324,0.51085481,11,53,1,0.824339779,0.838338137,3.581241026
and,1,8,0.342,0.469775,1331,16.19,7.41,13.1,4.45E-09,0.127775,12,53,0,3.148749339,2.810102437,8.730683243
even,1,8,0.453316684,0.713157,1332,13.1,16.19,14.65,4.29E-09,0.259840316,13,53,0,3.387104324,3.304409628,3.745336307
if,1,8,0.696698684,0.892749,1333,14.65,13.1,14.39,3.91E-09,0.196050316,14,53,0,2.690741825,3.372055247,2.911861875
my,1,8,0.960099684,1.084313,1334,14.39,14.65,11.6,4.06E-09,0.124213316,15,53,0,4.266784103,4.00698336,7.072240237
head,1,8,1.067854684,1.407579,1335,11.6,14.39,14.06,3.65E-09,0.339724316,16,53,1,0.644822784,0.468532039,3.353018938
would,1,8,1.391120684,1.599143,1336,14.06,11.6,12.92,3.99E-09,0.208022316,17,53,0,6.141447785,7.070877295,4.49459029
go,1,8,1.582684684,1.802358,1337,12.92,14.06,12.63,3.92E-09,0.219673316,18,53,1,0.345397474,0.914560278,3.480094179
through,1,8,1.785899684,2.521048,1338,12.63,12.92,12.07,3.87E-09,0.735148316,19,53,0,4.294223229,4.666639655,7.24037043
thought,1,8,2.504589684,2.796422,1339,12.07,12.63,10.89,3.63E-09,0.291832316,20,53,1,4.336411716,5.647905742,1.925796298
poor,1,8,2.779963684,3.05989,1340,10.89,12.07,8.65,3.87E-09,0.279926316,21,53,1,3.64415512,4.260447447,3.435497871
Alice,1,8,3.043431684,3.634517,1341,8.65,10.89,15.37,4.18E-09,0.591085316,22,53,1,3.693319656,3.03380499,3.952566706
it,1,8,4.204725684,4.305797,1342,15.37,8.65,14.06,4.20E-09,0.101071316,23,53,0,4.776234996,4.478356784,1.821215422
would,1,8,4.289338684,4.496558,1343,14.06,15.37,14.95,4.00E-09,0.207219316,24,53,0,2.782802419,2.807597849,4.490706258
be,1,8,4.480099684,4.688123,1344,14.95,14.06,16.21,3.36E-09,0.208023316,25,53,0,0.778503815,0.664329336,3.274870377
of,1,8,4.671664684,4.819824,1345,16.21,14.95,13.28,3.59E-09,0.148159316,26,53,0,3.446234644,3.069683578,3.901879855
very,1,8,4.839283684,5.296301,1346,13.28,16.21,12.57,3.52E-09,0.457017316,27,53,1,4.153439916,5.794857759,3.176851012
little,1,8,5.279842684,5.645946,1347,12.57,13.28,13.43,3.93E-09,0.366103316,28,53,1,3.569112764,3.172004384,5.437679114
use,1,8,5.629487684,5.945266,1348,13.43,12.57,12.45,4.00E-09,0.315778316,29,53,1,2.856496071,1.784884901,3.932880055
without,1,8,5.928807684,6.256558,1349,12.45,13.43,14.39,3.65E-09,0.327750316,30,53,1,2.119439953,2.140169148,2.210121488
my,1,8,6.240099684,6.328395,1350,14.39,12.45,8.96,3.79E-09,0.088295316,31,53,0,3.588512825,3.698872966,7.632380503
shoulders,1,8,6.311936684,7.118599,1351,8.96,14.39,11.64,3.89E-09,0.806662316,32,53,1,2.040122276,2.64991523,4.259734636
Oh,1,8,7.545133684,7.693293,1352,11.64,8.96,13.52,3.70E-09,0.148159316,33,53,0,4.669435007,7.363598238,3.846226029
how,1,8,7.676834684,7.872885,1353,13.52,11.64,15.79,3.92E-09,0.196050316,34,53,0,7.05916364,6.626133779,3.221559824
I,1,8,7.856426684,7.98064,1354,15.79,13.52,11.22,3.98E-09,0.124213316,35,53,0,1.059176842,2.122121843,1.06095513
wish,1,8,7.964181684,8.267987,1355,11.22,15.79,15.79,3.92E-09,0.303805316,36,53,1,2.107238512,2.445648089,2.256915302
I,1,8,8.251528684,8.351796,1356,15.79,11.22,13.21,3.66E-09,0.100267316,37,53,0,2.943025654,2.922939271,2.854178341
could,1,8,8.335337684,8.503178,1357,13.21,15.79,9.89,3.84E-09,0.167840316,38,53,0,2.207892933,2.763017197,4.11235694
shut,1,8,8.486719684,8.796737,1358,9.89,13.21,13.74,3.83E-09,0.310017316,39,53,1,0.778503815,0.688622001,3.874105451
up,1,8,8.780278684,8.974381,1359,13.74,9.89,13.87,3.82E-09,0.194102316,40,53,0,4.294223229,4.467510756,8.244789625
like,1,8,8.957922684,9.099756,1360,13.87,13.74,16.18,4.06E-09,0.141833316,41,53,0,1.619197446,2.038813628,3.344148461
a,1,8,9.083297684,9.153973,1361,16.18,13.87,8.11,3.71E-09,0.070675316,42,53,0,0.991661975,1.274597017,4.564324106
telescope,1,8,9.137514684,9.968123,1362,8.11,16.18,15.79,4.18E-09,0.830608316,43,53,1,0.824339779,0.816651686,4.455926284
I,1,8,10.53833168,10.662545,1363,15.79,8.11,13.39,3.49E-09,0.12421332,1,54,0,2.088240405,2.221478119,0.720338115
think,1,8,10.64608668,10.982004,1364,13.39,15.79,15.79,3.61E-09,0.33591732,2,54,1,1.628449015,2.123511579,2.272201031
I,1,8,10.96554568,11.117511,1365,15.79,13.39,13.21,4.15E-09,0.15196532,3,54,0,2.943025654,2.988068756,3.0670775
could,1,8,11.10105268,11.764041,1366,13.21,15.79,14.65,3.59E-09,0.66298832,4,54,0,2.207892933,2.776682539,4.02583579
if,1,8,11.74758268,11.957607,1367,14.65,13.21,15.79,4.22E-09,0.21002432,5,54,0,5.97488631,5.820691362,4.963851595
I,1,8,11.94114868,12.114,1368,15.79,14.65,13.63,3.69E-09,0.17285132,6,54,0,2.451038138,1.583633237,1.635190228
only,1,8,12.09754168,12.422545,1369,13.63,15.79,10.94,4.04E-09,0.32500332,7,54,1,4.214430516,3.940930964,2.93029659
know,1,8,12.40608668,12.590164,1370,10.94,13.63,13.52,3.87E-09,0.18407732,8,54,1,1.953615947,3.59417803,1.310229791
how,1,8,12.57370568,12.769756,1371,13.52,10.94,16.35,3.85E-09,0.19605032,9,54,0,6.170448217,7.220120985,5.921295989
to,1,8,12.75329768,12.925106,1372,16.35,13.52,11.02,3.58E-09,0.17180832,10,54,0,1.602773833,4.961727005,4.813254501
begin,1,8,12.90864768,13.686985,1373,11.02,16.35,15.42,3.89E-09,0.77833732,11,54,1,0.182592767,0.94120535,2.893206482
For,1,8,14.40554168,14.589619,1374,15.42,11.02,15.43,3.77E-09,0.18407732,1,55,0,3.941534123,4.279872441,4.244906395
you,1,8,14.57316068,14.72132,1375,15.43,15.42,13.27,4.23E-09,0.14815932,2,55,0,1.407434495,1.63281303,0.329808417
see,1,8,14.70486168,15.188259,1376,13.27,15.43,14.05,3.55E-09,0.48339732,3,55,1,3.214437146,2.938802572,2.201621286
so,1,8,15.29152868,15.619279,1377,14.05,13.27,13.07,3.70E-09,0.32775032,4,55,1,4.276450914,3.559397279,5.534611536
many,1,8,15.60282068,15.954517,1378,13.07,14.05,13.9,4.06E-09,0.35169632,5,55,1,4.688071024,5.13633147,4.726114139
out,1,8,15.93805868,16.116079,1379,13.9,13.07,16.21,4.05E-09,0.17802032,6,55,0,4.016377163,3.661464544,4.602564449
of,1,8,16.09962068,16.253837,1380,16.21,13.9,16.96,3.64E-09,0.15421632,7,55,0,0,0,0
the,1,8,16.23737868,16.349619,1381,16.96,16.21,13.1,3.66E-09,0.11224032,8,55,0,0,0,0
way,1,8,16.33316068,16.605239,1382,13.1,16.96,12.48,3.88E-09,0.27207832,9,55,1,0,0,0
things,1,8,16.58878068,16.936286,1383,12.48,13.1,13.53,3.53E-09,0.34750532,10,55,1,2.200222601,3.048761478,5.398687168
had,1,8,16.91982768,17.056014,1384,13.53,12.48,10.95,3.84E-09,0.13618632,11,55,0,2.989369873,3.060719854,1.46018175
happened,1,8,17.03955568,17.558871,1385,10.95,13.53,9.49,3.74E-09,0.51931532,12,55,1,3.191266697,4.580717419,3.724040237
lately,1,8,17.54241268,17.977919,1386,9.49,10.95,15.48,3.52E-09,0.43550632,13,55,1,3.6081122,3.433436776,4.341407679
that,1,8,18.36853568,18.506967,1387,15.48,9.49,8.65,4.04E-09,0.13843132,14,55,0,2.586406708,2.476720207,3.124723474
Alice,1,8,18.49050868,18.923769,1388,8.65,15.48,13.53,3.69E-09,0.43326032,15,55,1,5.382254338,5.053009411,3.162701538
had,1,8,18.90731068,19.05547,1389,13.53,8.65,8.9,3.99E-09,0.14815932,16,55,0,2.951403557,2.512391654,1.366231245
begun,1,8,19.03901168,19.426626,1390,8.9,13.53,16.35,3.47E-09,0.38761432,17,55,1,4.553665813,4.876263677,4.138301107
to,1,8,19.41016768,19.498463,1391,16.35,8.9,13.39,3.69E-09,0.08829532,18,55,0,3.160641842,3.858516565,5.568282409
think,1,8,19.48200468,19.78581,1392,13.39,16.35,15.48,3.82E-09,0.30380532,19,55,1,1.096601683,0.984979821,2.501820671
that,1,8,19.76935168,19.941456,1393,15.48,13.39,13.28,3.82E-09,0.17210432,20,55,0,2.695339374,2.492582978,4.72502929
very,1,8,19.92499768,20.264722,1394,13.28,15.48,12.49,3.57E-09,0.33972432,21,55,1,4.153439916,6.010122754,3.16231386
few,1,8,20.24826368,20.568862,1395,12.49,13.28,12.48,0.013723,0.32059832,22,55,1,3.569112764,3.236864225,5.573444642
things,1,8,20.55240368,20.947171,1396,12.48,12.49,9.55,7.20E-05,0.39476732,23,55,1,7.586187533,3.427563841,5.208361597
indeed,1,8,20.93071268,21.462,1397,9.55,12.48,13.41,0.00052565,0.53128732,24,55,1,4.088894853,3.8348248,3.131540876
were,1,8,21.44554168,21.605674,1398,13.41,9.55,12.89,0.0046521,0.16013232,25,55,0,2.808799828,3.154027877,1.450034201
really,1,8,21.58921568,21.988803,1399,12.89,13.41,10.21,0.00038881,0.39958732,26,55,1,4.054546117,3.237232313,3.777647621
impossible,1,8,21.97234468,22.79098,1400,10.21,12.89,14.09,0.013925,0.81863532,27,55,1,2.404132513,3.406579907,4.94845348
There,1,8,23.78023568,24.024177,1401,14.09,10.21,10.54,0.00057794,0.24394132,1,56,0,5.762548666,7.882679867,4.195579027
seemed,1,8,24.00771868,24.419279,1402,10.54,14.09,16.35,8.70E-05,0.41156032,2,56,1,0.908334731,1.760976656,1.357460372
to,1,8,24.40282068,24.491116,1403,16.35,10.54,14.95,0.00097433,0.08829532,3,56,0,3.60073752,4.146200397,6.430841885
be,1,8,24.47465768,24.658735,1404,14.95,16.35,13.96,0.0043987,0.18407732,4,56,0,0.886672437,0.905874539,2.327021369
no,1,8,24.64227668,24.826354,1405,13.96,14.95,13.43,0.00316,0.18407732,5,56,0,2.592977481,2.420425608,5.430433235
use,1,8,24.80989568,25.209483,1406,13.43,13.96,15.9,9.13E-05,0.39958732,6,56,1,0.724266695,0.975460515,4.456856648
in,1,8,25.19302468,25.353157,1407,15.9,13.43,10.55,0.0014625,0.16013232,7,56,0,1.877723178,1.950556028,2.168433792
waiting,1,8,25.33669868,25.688395,1408,10.55,15.9,14.4,0.0021785,0.35169632,8,56,1,4.029100148,4.590098393,3.4805338
by,1,8,25.67193668,25.87996,1409,14.4,10.55,16.96,3.99E-05,0.20802332,9,56,0,2.460874367,2.426111547,3.814697226
the,1,8,25.86350168,25.999688,1410,16.96,14.4,12.57,0.0010149,0.13618632,10,56,0,1.241494221,1.303879022,4.556553104
little,1,8,25.98322968,26.287034,1411,12.57,16.96,10.89,0.00037813,0.30380432,11,56,1,2.414520182,2.761843173,4.461841035
door,1,8,26.27057568,26.682136,1412,10.89,12.57,14.05,0.0028186,0.41156032,12,56,1,0.515633001,0.731110939,4.200719153
so,1,8,27.04880768,27.184994,1413,14.05,10.89,13.1,5.25E-07,0.13618632,1,57,0,2.119439953,1.943821759,2.211946461
she,1,8,27.16853568,27.364585,1414,13.1,14.05,11.66,2.83E-06,0.19604932,2,57,0,2.421403217,2.27582928,2.287411272
went,1,8,27.34812668,27.616014,1415,11.66,13.1,12.88,0.0016581,0.26788732,3,57,1,1.219911654,1.32109453,1.827427935
back,1,8,27.59955568,27.891388,1416,12.88,11.66,16.35,0.00019299,0.29183232,4,57,1,2.449772483,2.378252844,3.769539426
to,1,8,27.87492968,27.987171,1417,16.35,12.88,16.96,0.010477,0.11224132,5,57,0,4.863568485,4.638788258,4.19276158
the,1,8,27.97071268,28.094926,1418,16.96,16.35,10.93,9.91E-05,0.12421332,6,57,0,2.748676251,3.290056972,4.259265219
table,1,8,28.07846768,28.657647,1419,10.93,16.96,11.18,0.00020308,0.57917932,7,57,1,0.738408143,1.153824924,4.383946934
half,1,8,28.91656268,29.172477,1420,11.18,10.93,9.79,0.0011431,0.25591432,8,57,0,5.918147778,5.386583013,3.782452009
hoping,1,8,29.15601868,29.543633,1421,9.79,11.18,13.1,0.0005086,0.38761432,9,57,1,5.550576435,5.383935954,3.884129514
she,1,8,29.52717468,29.723225,1422,13.1,9.79,12.53,0.0038348,0.19605032,10,57,0,4.628309538,3.433936714,2.08991633
might,1,8,29.70676668,29.986626,1423,12.53,13.1,12.84,0.0028244,0.27985932,11,57,0,3.642029086,2.73335031,4.248347743
find,1,8,29.97016768,30.250028,1424,12.84,12.53,12.56,0.00040783,0.27986032,12,57,1,0.778503815,0.730749616,3.177177553
another,1,8,30.23356968,30.617804,1425,12.56,12.84,11.47,0.0040239,0.38423432,13,57,1,2.646526962,2.665180871,3.976616023
key,1,8,30.60134568,30.888358,1426,11.47,12.56,15.08,4.68E-07,0.28701232,14,57,1,0.724266695,1.167327324,4.10973644
on,1,8,30.87189968,31.088123,1427,15.08,11.47,15.37,0.00019311,0.21622332,15,57,0,1.877723178,1.976177363,2.186552315
it,1,8,31.07166468,31.243769,1428,15.37,15.08,14.78,0.00039697,0.17210432,16,57,0,2.421403217,2.357288892,2.165557767
or,1,8,31.56254868,31.781462,1429,14.78,15.37,14.5,0.0010312,0.21891332,17,57,0,3.973424633,4.615344322,8.67452073
at,1,8,31.76500368,31.866354,1430,14.5,14.78,13.95,0.0012048,0.10135032,18,57,0,3.442015796,4.445442188,2.778632078
any,1,8,31.84989568,32.165674,1431,13.95,14.5,11.38,0.016375,0.31577832,19,57,0,1.470929829,1.502126029,4.067124729
rate,1,8,32.14921568,32.476966,1432,11.38,13.95,16.18,0.0017749,0.32775032,20,57,1,0.824339779,0.86142393,3.410126102
a,1,8,32.46050768,32.571479,1433,16.18,11.38,12.16,0.00031794,0.11097132,21,57,0,5.092150357,4.885168828,3.877797237
book,1,8,32.55502068,32.812205,1434,12.16,16.18,16.21,0.014751,0.25718432,22,57,1,1.457123896,1.010200222,3.225533449
of,1,8,32.79574668,32.967851,1435,16.21,12.16,11.29,0.0017243,0.17210432,23,57,0,1.877723178,2.19915825,2.15011373
rules,1,8,32.95139268,33.386898,1436,11.29,16.21,15.42,0.0017879,0.43550532,24,57,1,4.173471143,4.403250603,3.895847563
for,1,8,33.37043968,33.482681,1437,15.42,11.29,7.6,1.30E-06,0.11224132,25,57,0,2.389715345,2.620499693,2.160419898
shutting,1,8,33.46622268,33.901728,1438,7.6,15.42,13.55,1.44E-06,0.43550532,26,57,1,5.882868902,4.642816021,4.10459495
people,1,8,33.88526968,34.263257,1439,13.55,7.6,13.74,0.024003,0.37798732,27,57,1,4.197854095,4.839370135,4.837433245
up,1,8,34.24679868,34.440504,1440,13.74,13.55,13.87,0.00035659,0.19370532,28,57,0,5.229113453,6.287464438,5.612997353
like,1,8,34.42404568,34.644041,1441,13.87,13.74,6.9,0.0084163,0.21999532,29,57,1,4.059163597,1.843472751,2.272738473
telescopes,1,8,34.62758268,35.518055,1442,6.9,13.87,14.99,0.0070808,0.89047232,30,57,1,5.245822751,4.734924951,4.344682898
this,1,8,36.50731068,36.799143,1443,14.99,6.9,13.58,0.010243,0.29183232,1,58,0,4.521908181,3.719109422,3.948944507
time,1,8,36.78268468,37.206218,1444,13.58,14.99,13.1,0.015856,0.42353332,2,58,1,2.814862347,1.240179444,3.245464293
she,1,8,37.18975968,37.397783,1445,13.1,13.58,12.21,0.010742,0.20802332,3,58,0,3.719363572,3.781096554,1.264885807
found,1,8,37.38132468,37.712097,1446,12.21,13.1,16.18,0.0066356,0.33077232,4,58,1,1.107378018,1.284665019,2.090713718
a,1,8,37.69563868,37.840776,1447,16.18,12.21,12.57,0.0011415,0.14513732,5,58,0,2.991921114,2.047906053,4.692502447
little,1,8,37.82431768,38.092205,1448,12.57,16.18,9.83,0.010016,0.26788732,6,58,1,2.447845765,1.964590329,4.319866579
bottle,1,8,38.20744668,38.654926,1449,9.83,12.57,15.08,0.00025891,0.44747932,7,58,1,0.515633001,0.929136255,3.765165042
on,1,8,38.63846768,38.860604,1450,15.08,9.83,15.37,2.63E-07,0.22213632,8,58,0,2.119439953,1.870806839,2.207750202
it,1,8,38.84414568,39.066224,1451,15.37,15.08,13.8,2.00E-07,0.22207832,9,58,0,2.421403217,2.308330844,1.523120307
which,1,8,39.89560968,40.067715,1452,13.8,15.37,11.19,0.017047,0.17210532,10,58,0,10.31657989,8.425171721,5.384711451
certainly,1,8,40.05125668,40.6903,1453,11.19,13.8,14.56,0.020942,0.63904332,11,58,1,2.644141818,2.66038771,3.313347394
was,1,8,40.67384168,40.913841,1454,14.56,11.19,14.77,0.021179,0.23999932,12,58,0,0.643683363,3.681860105,2.374627124
not,1,8,40.89738268,41.396694,1455,14.77,14.56,13.08,0.010117,0.49931132,13,58,0,4.054546117,3.197047606,3.80288889
here,1,8,41.38023568,41.659815,1456,13.08,14.77,12.75,0.015952,0.27957932,14,58,0,2.471248748,2.679039412,3.388355841
before,1,8,41.64335668,42.389227,1457,12.75,13.08,12.77,0.0031449,0.74587032,15,58,1,3.101707516,2.982207477,3.656808599
said,1,8,42.48531868,42.711727,1458,12.77,12.75,8.65,0.011724,0.22640832,1,59,1,3.824170404,4.130070114,2.117596176
Alice,1,8,42.69526868,43.671524,1459,8.65,12.77,16.19,0.0062019,0.97625532,2,59,1,2.791519158,4.261280232,3.066610084
and,1,8,43.65506568,43.803225,1460,16.19,8.65,9.33,0.00080464,0.14815932,3,59,0,3.39374818,3.785444838,8.595326041
round,1,8,43.78676668,44.042681,1462,10.76,9.33,16.96,0.013779,0.25591432,4,59,1,5.365279285,5.034054903,2.098849357
the,1,8,44.02622268,44.114517,1463,16.96,10.76,9.61,0.02004,0.08829432,5,59,0,2.685941639,2.728319705,4.149998901
neck,1,8,44.09805868,44.394597,1464,9.61,16.96,16.21,0.015322,0.29653832,6,59,1,0.724266695,1.058802081,3.921691919
of,1,8,44.37813868,44.521592,1465,16.21,9.61,16.96,0.0017207,0.14345332,7,59,0,1.877723178,1.983354669,2.147645903
the,1,8,44.50513368,44.617375,1466,16.96,16.21,9.83,0.00098138,0.11224132,8,59,0,1.551038125,1.518728921,3.905249132
bottle,1,8,44.60091668,45.000504,1467,9.83,16.96,14.56,0.00016605,0.39958732,9,59,1,0.824339779,0.848487705,3.277760432
was,1,8,44.98404568,45.165134,1468,14.56,9.83,16.18,0.0088864,0.18108832,10,59,0,3.557386358,3.394077899,2.071222561
a,1,8,45.14867568,45.216014,1469,16.18,14.56,11.07,0.0011207,0.06733832,11,59,0,2.212340995,2.074572549,4.652081022
paper,1,8,45.19955568,45.635062,1470,11.07,16.18,10.04,0.00084676,0.43550632,12,59,1,1.504428152,1.332832587,3.91545405
label,1,8,45.61860368,46.078055,1471,10.04,11.07,14.97,0.0031928,0.45945132,13,59,1,5.918147778,5.506521209,3.462378057
with,1,8,46.21724268,46.389347,1472,14.97,10.04,16.96,0.00072554,0.17210432,14,59,0,2.323373119,1.922982161,2.142000795
the,1,8,46.37288868,46.48513,1473,16.96,14.97,11.51,4.04E-07,0.11224132,15,59,0,1.551038125,1.451693949,3.744114542
words,1,8,46.46867168,46.904177,1474,11.51,16.96,9.9,2.31E-06,0.43550532,16,59,1,3.690163824,3.499106433,4.076209374
drink,1,8,47.09125668,47.490785,1475,9.9,11.51,14.08,0.013359,0.39952832,17,59,1,6.152974875,4.936840363,2.847567975
me,1,8,47.47432668,47.790164,1476,14.08,9.9,7.79,0.014096,0.31583732,18,59,0,2.254851708,3.447910532,2.84421476
beautifully,1,8,48.13288868,48.834091,1477,7.79,14.08,9.93,9.91E-05,0.70120232,19,59,1,0.820871686,3.169490239,3.202013406
