Order,praatword,distance
1163,of,1.071579
1164,solid,5.144193
1165,glass,4.780450
1166,there,7.140019
1167,was,0.626270
1168,nothing,3.342335
1169,on,4.746542
1170,it,1.838453
1171,except,2.463362
1172,a,1.948444
1173,tiny,3.143001
1174,golden,7.429120
1175,key,2.805289
1176,and,2.065318
1177,Alice's,2.408243
1178,first,6.925827
1179,thought,2.832825
1180,was,0.535505
1181,that,1.241632
1182,it,1.975756
1183,might,3.139038
1184,belong,7.577405
1185,to,0.181000
1186,one,3.628887
1187,of,0.368956
1188,the,0.387905
1189,doors,5.639017
1190,of,2.346399
1191,the,0.670214
1192,hall,5.077362
1193,but,3.800783
1194,alas,7.638124
1195,either,9.170622
1196,the,2.546674
1197,locks,9.737494
1198,were,2.323503
1199,too,4.072685
1200,large,2.700541
1201,or,1.698494
1202,the,1.883585
1203,key,6.227665
1204,was,2.664775
1205,too,3.468145
1206,small,2.320272
1207,but,3.506266
1208,at,5.859051
1209,any,3.605859
1210,rate,0.479074
1211,it,0.876336
1212,would,2.966680
1213,not,1.716112
1214,open,4.943987
1215,any,4.508477
1216,of,3.257186
1217,them,0.618975
1218,however,7.236465
1219,on,5.552526
1220,the,0.911485
1221,second,3.812094
1222,time,7.500324
1223,round,11.914059
1224,she,3.901624
1225,came,3.905333
1226,upon,3.819517
1227,a,1.939811
1228,low,4.931787
1229,curtain,8.768852
1230,she,5.343985
1231,had,1.714113
1232,not,2.665127
1233,noticed,3.026970
1234,before,1.603607
1235,and,2.148294
1236,behind,6.093163
1237,it,2.450962
1238,was,1.427073
1239,a,0.982162
1240,little,4.217899
1241,door,6.395600
1242,about,7.081446
1243,fifteen,5.847759
1244,inches,1.943758
1245,high,1.987610
1246,she,4.966226
1247,tried,6.193308
1248,the,4.890640
1249,little,6.091390
1250,golden,7.716494
1251,key,0.483078
1252,in,2.650062
1253,the,0.539099
1254,lock,2.003308
1255,and,1.481407
1256,to,5.594369
1257,her,2.745696
1258,great,3.570032
1259,delight,2.149016
1260,it,3.607129
1261,fitted,5.531724
1262,alice,8.210831
1263,opened,5.781602
1264,the,0.816711
1265,door,0.610699
1266,and,0.877712
1267,found,5.040888
1268,that,2.821455
1269,it,1.991095
1270,led,5.518440
1271,into,3.497679
1272,a,1.445702
1273,small,3.629345
1274,passage,4.777489
1275,not,6.602549
1276,much,4.263613
1277,larger,1.668039
1278,than,0.220211
1279,a,2.903749
1281,hole,5.887403
1282,she,5.650022
1283,knelt,7.245278
1284,down,1.464680
1285,and,1.554546
1286,looked,2.978306
1287,along,6.775517
1288,the,0.876221
1289,passage,2.775795
1290,into,3.320311
1291,the,0.217802
1292,loveliest,10.577862
1293,garden,2.107466
1294,you,7.756918
1295,ever,0.840641
1296,saw,0.195473
1297,how,5.158428
1298,she,4.027964
1299,longed,2.996583
1300,to,0.866691
1301,get,2.934372
1302,out,3.041328
1303,of,0.398540
1304,that,3.241596
1305,dark,4.323484
1306,hall,5.375505
1307,and,2.014927
1308,wander,6.353388
1309,about,1.654921
1310,among,3.838812
1311,those,3.036985
1312,beds,9.148161
1313,of,2.097056
1314,bright,6.056702
1315,flowers,2.749710
1316,and,1.630665
1317,those,6.473340
1318,cool,5.903074
1319,fountains,5.531272
1320,but,5.846607
1321,she,1.825239
1322,could,2.221303
1323,not,0.536793
1324,even,4.959276
1325,get,3.964884
1326,her,3.279648
1327,head,4.372920
1328,through,5.000928
1329,the,0.843321
1330,doorway,5.705554
1331,and,1.339817
1332,even,5.621368
1333,if,2.997591
1334,my,10.664344
1335,head,3.988090
1336,would,4.222061
1337,go,3.399628
1338,through,5.434638
1339,thought,10.232609
1340,poor,6.396015
1341,alice,5.552812
1342,it,3.162327
1343,would,0.537893
1344,be,0.744390
1345,of,6.836221
1346,very,4.852664
1347,little,3.325275
1348,use,0.585487
1349,without,8.525572
1350,my,3.548370
1351,shoulders,7.871584
1352,oh,4.783978
1353,how,3.531399
1354,i,3.860599
1355,wish,2.301203
1356,i,1.128857
1357,could,0.838785
1358,shut,7.691053
1359,up,1.413591
1360,like,5.525702
1361,a,1.959702
1362,telescope,6.666889
1363,i,2.490530
1364,think,3.484998
1365,i,1.556190
1366,could,3.927774
1367,if,6.084669
1368,i,0.697693
1369,only,5.673588
1370,knew,1.005838
1371,how,2.078476
1372,to,1.032387
1373,begin,3.581135
1374,for,4.946390
1375,you,4.943608
1376,see,2.717187
1377,so,5.767612
1378,many,1.672386
1382,way,4.699718
1383,things,4.137224
1384,had,6.600089
1385,happened,1.255274
1386,lately,4.698512
1387,that,1.983448
1388,alice,7.015315
1389,had,2.037785
1390,begun,5.169729
1391,to,0.411543
1392,think,2.363005
1393,that,1.829141
1394,very,5.773411
1395,few,6.226256
1396,things,2.205551
1397,indeed,8.936088
1398,were,2.753664
1399,really,3.968690
1400,impossible,6.582275
1401,there,3.991293
1402,seemed,4.868355
1403,to,0.674995
1404,be,0.104864
1405,no,1.115373
1406,use,5.212458
1407,in,1.007172
1408,waiting,5.566885
1409,by,6.125547
1410,the,1.164357
1411,little,4.519714
1412,door,3.759642
1413,so,4.091188
1414,she,2.333507
1415,went,3.460689
1416,back,2.896262
1417,to,0.425148
1418,the,0.858111
1419,table,4.761692
1420,half,7.942187
1421,hoping,2.545717
1422,she,2.229169
1423,might,2.119516
1424,find,2.891743
1425,another,3.784746
1426,key,5.026190
1427,on,3.410194
1428,it,3.081737
1429,or,4.700600
1430,at,3.805183
1431,any,2.179127
1432,rate,0.273626
1433,a,3.978748
1434,book,6.133685
1435,of,2.409892
1436,rules,7.668317
1437,for,3.624274
1438,shutting,10.402767
1439,people,7.323281
1440,up,1.498135
1441,like,4.845473
1442,telescopes,5.608243
1443,this,6.940490
1444,time,1.883270
1445,she,2.916628
1446,found,4.309338
1447,a,2.921690
1448,little,3.713284
1449,bottle,5.289351
1450,on,3.358141
1451,it,2.333613
1452,which,2.902925
1453,certainly,7.509224
1454,was,1.551439
1455,not,1.750334
1456,here,8.172701
